scenario_id,completed_vehicles,avg_travel_time_s,avg_route_length_m,avg_speed_mps,avg_waiting_time_s,avg_waiting_count,avg_time_loss_s,throughput_veh_per_hour,total_distance_km,total_fuel_mg,fuel_energy_kwh,electricity_energy_kwh,battery_consumed_kwh,battery_regenerated_kwh,total_energy_kwh,net_energy_kwh,avg_final_battery_capacity_wh,electricity_kwh_per_km,energy_kwh_per_km,carla_analysis_status
baseline,53122,277.2749896464741,2771.3759730431834,9.995044906778972,76.94185083392945,2.728907044162494,114.97566431986748,17708.97305306047,147221.03444,14513691992.812712,177389.56880104425,0.0,0.0,0.0,177389.56880104425,177389.56880104425,0.0,0.0,1.2049199998885993,skipped_by_request
