scenario_id,completed_vehicles,avg_travel_time_s,avg_route_length_m,avg_speed_mps,avg_waiting_time_s,avg_waiting_count,avg_time_loss_s,throughput_veh_per_hour,total_distance_km,total_fuel_mg,fuel_energy_kwh,electricity_energy_kwh,battery_consumed_kwh,battery_regenerated_kwh,total_energy_kwh,net_energy_kwh,avg_final_battery_capacity_wh,electricity_kwh_per_km,energy_kwh_per_km
sumo_from_xodr,2,9.0,148.21499999999997,16.46833333333333,0.0,0.0,0.0,720.0,0.29642999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
